Date,Close,Open,High,Low,Change %,Log_Returns
01-08-2013,1.6857,1.6895,1.6941,1.6794,-0.28%,0.002014935
02-08-2013,1.6891,1.685,1.6915,1.6788,0.20%,-0.003796197
05-08-2013,1.6827,1.6871,1.6906,1.6787,-0.38%,0.001840582
06-08-2013,1.6858,1.6819,1.69,1.6784,0.18%,0.002606637
07-08-2013,1.6902,1.6845,1.6911,1.6811,0.26%,-0.002606637
08-08-2013,1.6858,1.6897,1.6909,1.6813,-0.26%,-0.004876028
09-08-2013,1.6776,1.6847,1.6885,1.6753,-0.49%,0.001131929
12-08-2013,1.6795,1.6763,1.6824,1.6743,0.11%,0.001190122
13-08-2013,1.6815,1.6785,1.6834,1.6758,0.12%,0.0013075
14-08-2013,1.6837,1.6807,1.6873,1.6791,0.13%,0.005862688
15-08-2013,1.6936,1.6829,1.6961,1.6808,0.59%,-0.000236211
16-08-2013,1.6932,1.6931,1.6982,1.6899,-0.02%,0.006064728
19-08-2013,1.7035,1.6918,1.705,1.6902,0.61%,0.003398972
20-08-2013,1.7093,1.7033,1.7151,1.7013,0.34%,0.003037563
21-08-2013,1.7145,1.7085,1.7165,1.7065,0.30%,-0.001634464
22-08-2013,1.7117,1.7137,1.7162,1.7062,-0.16%,0
23-08-2013,1.7117,1.7109,1.7159,1.7057,0.00%,0.000525655
26-08-2013,1.7126,1.7118,1.7141,1.7082,0.05%,0.002740606
27-08-2013,1.7173,1.7118,1.7203,1.7097,0.27%,-0.008479335
28-08-2013,1.7028,1.7163,1.7212,1.6999,-0.84%,-0.008670319
29-08-2013,1.6881,1.7019,1.7054,1.6851,-0.86%,-0.001363408
30-08-2013,1.6858,1.6874,1.6911,1.6813,-0.14%,-0.00326788
02-09-2013,1.6803,1.6868,1.6878,1.6787,-0.33%,0.002140183
03-09-2013,1.6839,1.6794,1.686,1.6758,0.21%,0
04-09-2013,1.6839,1.6831,1.6852,1.6771,0.00%,-0.001842661
05-09-2013,1.6808,1.6828,1.6887,1.6766,-0.18%,-0.001011935
06-09-2013,1.6791,1.6804,1.6825,1.672,-0.10%,0.001606713
09-09-2013,1.6818,1.6763,1.6863,1.6751,0.16%,0.000891504
10-09-2013,1.6833,1.6813,1.6852,1.6778,0.09%,0.001246772
11-09-2013,1.6854,1.683,1.6879,1.6786,0.12%,0.000237304
12-09-2013,1.6858,1.6848,1.6896,1.6804,0.02%,0.00088939
13-09-2013,1.6873,1.6849,1.6902,1.6813,0.09%,-0.002908273
16-09-2013,1.6824,1.6867,1.6974,1.6799,-0.29%,0.000237727
17-09-2013,1.6828,1.6814,1.6875,1.6795,0.02%,0.001543852
18-09-2013,1.6854,1.6819,1.6885,1.6787,0.15%,0.000830319
19-09-2013,1.6868,1.6851,1.6896,1.6799,0.08%,0.003373483
20-09-2013,1.6925,1.6864,1.6951,1.6839,0.34%,-0.003669946
23-09-2013,1.6863,1.6945,1.6968,1.6853,-0.37%,0.002310085
24-09-2013,1.6902,1.6854,1.694,1.6854,0.23%,0.003838323
25-09-2013,1.6967,1.6897,1.6985,1.6881,0.38%,-0.002360301
26-09-2013,1.6927,1.696,1.6983,1.6893,-0.24%,0.003597232
27-09-2013,1.6988,1.6918,1.7021,1.6902,0.36%,0
30-09-2013,1.6988,1.6974,1.7017,1.6903,0.00%,-0.00330189
01-10-2013,1.6932,1.6975,1.7012,1.691,-0.33%,0.001239487
02-10-2013,1.6953,1.6923,1.7001,1.6892,0.12%,0.003415384
03-10-2013,1.7011,1.6943,1.705,1.6935,0.34%,-0.006546572
04-10-2013,1.69,1.7002,1.7018,1.6864,-0.65%,0.002659183
07-10-2013,1.6945,1.6896,1.6986,1.6891,0.27%,0.000884825
08-10-2013,1.696,1.6937,1.698,1.6921,0.09%,-0.003484839
09-10-2013,1.6901,1.6954,1.7,1.6868,-0.35%,-0.001539555
10-10-2013,1.6875,1.6893,1.6941,1.6858,-0.15%,-0.000237065
11-10-2013,1.6871,1.687,1.694,1.6852,-0.02%,-0.000237121
14-10-2013,1.6867,1.6852,1.6927,1.6849,-0.02%,-0.002730944
15-10-2013,1.6821,1.6859,1.6882,1.6741,-0.27%,0.000475483
16-10-2013,1.6829,1.6808,1.6881,1.6767,0.05%,0.007282232
17-10-2013,1.6952,1.6823,1.6965,1.6801,0.73%,0.000471809
18-10-2013,1.696,1.6949,1.6967,1.6904,0.05%,0.001708445
21-10-2013,1.6989,1.6954,1.6999,1.6926,0.17%,0.002586563
22-10-2013,1.7033,1.6984,1.7047,1.6943,0.26%,0.001935541
23-10-2013,1.7066,1.7029,1.7095,1.6997,0.19%,0.000468658
24-10-2013,1.7074,1.706,1.7107,1.704,0.05%,-0.000761682
25-10-2013,1.7061,1.7071,1.7117,1.7023,-0.08%,-0.000351741
28-10-2013,1.7055,1.7048,1.7099,1.7041,-0.04%,0.000293126
29-10-2013,1.706,1.7052,1.7113,1.7027,0.03%,-0.001994955
30-10-2013,1.7026,1.7055,1.709,1.6977,-0.20%,-0.009323252
31-10-2013,1.6868,1.7022,1.7035,1.6845,-0.93%,-0.006482908
01-11-2013,1.6759,1.6861,1.6888,1.6748,-0.65%,0.002026706
04-11-2013,1.6793,1.6767,1.681,1.6715,0.20%,-0.003161068
05-11-2013,1.674,1.6784,1.68,1.6717,-0.32%,0.003220615
06-11-2013,1.6794,1.6735,1.6826,1.6729,0.32%,-0.005014337
07-11-2013,1.671,1.6791,1.6804,1.6549,-0.50%,-0.002096751
08-11-2013,1.6675,1.6708,1.6718,1.661,-0.21%,0.003950209
11-11-2013,1.6741,1.667,1.6769,1.663,0.40%,0.003101332
12-11-2013,1.6793,1.6733,1.6824,1.6696,0.31%,0.001071301
13-11-2013,1.6811,1.6791,1.6826,1.6717,0.11%,-0.001309524
14-11-2013,1.6789,1.6801,1.6827,1.6744,-0.13%,0.002082528
15-11-2013,1.6824,1.6783,1.683,1.6751,0.21%,0.000475398
18-11-2013,1.6832,1.6828,1.6872,1.6787,0.05%,0.000297009
19-11-2013,1.6837,1.6823,1.6856,1.6757,0.03%,-0.005120888
20-11-2013,1.6751,1.6829,1.6878,1.6706,-0.51%,0.006011386
21-11-2013,1.6852,1.6746,1.6867,1.6729,0.60%,0.005621483
22-11-2013,1.6947,1.6849,1.6949,1.6816,0.56%,-0.002718035
25-11-2013,1.6901,1.6944,1.6982,1.6883,-0.27%,0.005016684
26-11-2013,1.6986,1.6895,1.6998,1.6883,0.50%,0.003350087
27-11-2013,1.7043,1.6981,1.7088,1.6963,0.34%,0.002519852
28-11-2013,1.7086,1.7036,1.71,1.7009,0.25%,-0.001757367
29-11-2013,1.7056,1.7076,1.7114,1.7028,-0.18%,-0.002759432
02-12-2013,1.7009,1.7054,1.7079,1.6962,-0.28%,0.00070526
03-12-2013,1.7021,1.7006,1.7059,1.6981,0.07%,0.001936904
04-12-2013,1.7054,1.7015,1.7066,1.6979,0.19%,0.004329771
05-12-2013,1.7128,1.7051,1.7149,1.6984,0.43%,-0.000175167
06-12-2013,1.7125,1.7127,1.7161,1.709,-0.02%,0.002099983
09-12-2013,1.7161,1.7138,1.7169,1.7106,0.21%,0.001397543
10-12-2013,1.7185,1.7151,1.7236,1.7145,0.14%,0.004122999
11-12-2013,1.7256,1.7179,1.7283,1.7158,0.41%,0.001100461
12-12-2013,1.7275,1.7249,1.7302,1.7236,0.11%,-0.001448226
13-12-2013,1.725,1.7267,1.7304,1.7207,-0.14%,0.001216651
16-12-2013,1.7271,1.7245,1.7324,1.722,0.12%,0.002197803
17-12-2013,1.7309,1.7265,1.7336,1.7257,0.22%,-0.002661115
18-12-2013,1.7263,1.7308,1.7353,1.722,-0.27%,0.002256619
19-12-2013,1.7302,1.726,1.7336,1.7222,0.23%,0.000462267
20-12-2013,1.731,1.7293,1.7356,1.7251,0.05%,0.002711514
23-12-2013,1.7357,1.7305,1.7388,1.7291,0.27%,-0.000172856
24-12-2013,1.7354,1.735,1.7371,1.7302,-0.02%,-0.001095448
25-12-2013,1.7335,1.7345,1.7369,1.7305,-0.11%,0.002362365
26-12-2013,1.7376,1.7327,1.7395,1.7313,0.24%,0.003447091
27-12-2013,1.7436,1.7368,1.7608,1.736,0.35%,0.003549554
30-12-2013,1.7498,1.7426,1.7523,1.7402,0.36%,-0.007629902
31-12-2013,1.7365,1.7489,1.7504,1.7342,-0.76%,0.000403028
01-01-2014,1.7372,1.7354,1.7392,1.7348,0.04%,-0.002536024
02-01-2014,1.7328,1.7365,1.7426,1.7258,-0.25%,-0.006310265
03-01-2014,1.7219,1.7323,1.734,1.7192,-0.63%,0.003478466
06-01-2014,1.7279,1.7208,1.731,1.7202,0.35%,0.001676931
07-01-2014,1.7308,1.7274,1.7351,1.7265,0.17%,-0.001156203
08-01-2014,1.7288,1.7305,1.7339,1.7229,-0.12%,5.78419E-05
09-01-2014,1.7289,1.728,1.7332,1.7221,0.01%,-0.000694324
10-01-2014,1.7277,1.7285,1.7335,1.7227,-0.07%,0.000809998
13-01-2014,1.7291,1.7276,1.7308,1.7243,0.08%,0.00415537
14-01-2014,1.7363,1.7286,1.7371,1.7275,0.42%,-0.002364135
15-01-2014,1.7322,1.7357,1.7376,1.7281,-0.24%,-0.000173205
16-01-2014,1.7319,1.7311,1.7369,1.7269,-0.02%,-0.002196533
17-01-2014,1.7281,1.7314,1.7342,1.7234,-0.22%,0.000983256
20-01-2014,1.7298,1.7272,1.7319,1.7224,0.10%,0.002252058
21-01-2014,1.7337,1.7288,1.7349,1.7268,0.23%,-0.000634683
22-01-2014,1.7326,1.7327,1.7359,1.7287,-0.06%,0.010449656
23-01-2014,1.7508,1.7323,1.7518,1.731,1.05%,-0.001142988
24-01-2014,1.7488,1.7504,1.7594,1.7468,-0.11%,-0.002003378
27-01-2014,1.7453,1.747,1.7523,1.7417,-0.20%,-0.001203956
28-01-2014,1.7432,1.7448,1.7465,1.7355,-0.12%,0.001032051
29-01-2014,1.745,1.7427,1.746,1.7324,0.10%,-0.009327029
30-01-2014,1.7288,1.7441,1.746,1.7254,-0.93%,-0.003999194
31-01-2014,1.7219,1.7283,1.7345,1.7203,-0.40%,0.002146484
03-02-2014,1.7256,1.722,1.7268,1.7188,0.21%,-0.005928527
04-02-2014,1.7154,1.7251,1.7264,1.7102,-0.59%,0.000291435
05-02-2014,1.7159,1.7146,1.7193,1.7119,0.03%,0.004651442
06-02-2014,1.7239,1.7156,1.7273,1.7091,0.47%,0.003069708
07-02-2014,1.7292,1.7234,1.7303,1.7183,0.31%,0.002887338
10-02-2014,1.7342,1.7291,1.7356,1.7245,0.29%,-0.00323438
11-02-2014,1.7286,1.7332,1.7366,1.7267,-0.32%,-0.004406315
12-02-2014,1.721,1.7282,1.7297,1.716,-0.44%,0.005678212
13-02-2014,1.7308,1.7203,1.7363,1.7179,0.57%,-0.003762558
14-02-2014,1.7243,1.7298,1.7345,1.7227,-0.38%,0.001043357
17-02-2014,1.7261,1.7224,1.7293,1.7221,0.10%,0.005142885
18-02-2014,1.735,1.7252,1.7363,1.7228,0.52%,-5.76385E-05
19-02-2014,1.7349,1.7342,1.74,1.7315,-0.01%,-0.000634243
20-02-2014,1.7338,1.7341,1.7418,1.7306,-0.06%,0.004029246
21-02-2014,1.7408,1.7334,1.7438,1.7322,0.40%,-0.003740904
24-02-2014,1.7343,1.7394,1.7441,1.7325,-0.37%,0.001670748
25-02-2014,1.7372,1.7338,1.7407,1.7314,0.17%,-0.002132136
26-02-2014,1.7335,1.7367,1.7401,1.728,-0.21%,-0.000230774
27-02-2014,1.7331,1.733,1.736,1.7275,-0.02%,0.009589783
28-02-2014,1.7498,1.7322,1.7529,1.7314,0.96%,-0.00240316
03-03-2014,1.7456,1.7468,1.7534,1.7434,-0.24%,-0.000515715
04-03-2014,1.7447,1.7446,1.7505,1.7413,-0.05%,-0.000229292
05-03-2014,1.7443,1.7439,1.7462,1.7392,-0.02%,0.003833724
06-03-2014,1.751,1.7436,1.7527,1.7349,0.38%,0.005467607
07-03-2014,1.7606,1.7497,1.7612,1.7493,0.55%,5.67972E-05
10-03-2014,1.7607,1.7595,1.7645,1.7565,0.01%,-0.002160565
11-03-2014,1.7569,1.7601,1.761,1.7513,-0.22%,0.002387721
12-03-2014,1.7611,1.7561,1.7645,1.7546,0.24%,-0.002501565
13-03-2014,1.7567,1.7603,1.7676,1.7533,-0.25%,0.002501565
14-03-2014,1.7611,1.7558,1.7628,1.7534,0.25%,-0.000738448
17-03-2014,1.7598,1.759,1.7637,1.7551,-0.07%,0.000397693
18-03-2014,1.7605,1.7589,1.7649,1.7536,0.04%,0.000965169
19-03-2014,1.7622,1.7595,1.7635,1.7552,0.10%,-0.000965169
20-03-2014,1.7605,1.7617,1.7654,1.7553,-0.10%,-0.001534832
21-03-2014,1.7578,1.7595,1.7625,1.7533,-0.15%,0.000739287
24-03-2014,1.7591,1.7567,1.7627,1.7492,0.07%,-0.003245554
25-03-2014,1.7534,1.7585,1.7608,1.7446,-0.32%,-0.003542254
26-03-2014,1.7472,1.7525,1.7543,1.7447,-0.35%,-0.005682323
27-03-2014,1.7373,1.7462,1.7475,1.7349,-0.57%,-0.003806233
28-03-2014,1.7307,1.7363,1.7386,1.7282,-0.38%,0.000693121
31-03-2014,1.7319,1.7305,1.7388,1.7284,0.07%,0.002940416
01-04-2014,1.737,1.731,1.7409,1.7305,0.29%,0.000633075
02-04-2014,1.7381,1.736,1.7412,1.7344,0.06%,-0.002823152
03-04-2014,1.7332,1.7377,1.7429,1.73,-0.28%,-0.004800333
04-04-2014,1.7249,1.7323,1.7344,1.7212,-0.48%,0.003125726
07-04-2014,1.7303,1.7243,1.7342,1.7235,0.31%,-0.002372343
08-04-2014,1.7262,1.7293,1.7327,1.7234,-0.24%,0.000637035
09-04-2014,1.7273,1.7258,1.7286,1.7197,0.06%,0.005081723
10-04-2014,1.7361,1.7265,1.7363,1.7252,0.51%,-0.001383365
11-04-2014,1.7337,1.7356,1.739,1.7297,-0.14%,-0.000750123
14-04-2014,1.7324,1.7265,1.736,1.7257,-0.07%,-0.001270722
15-04-2014,1.7302,1.7308,1.7342,1.7258,-0.13%,-0.001272338
16-04-2014,1.728,1.7298,1.7337,1.7247,-0.13%,0.001330133
17-04-2014,1.7303,1.7277,1.7334,1.7261,0.13%,0.000173365
18-04-2014,1.7306,1.7291,1.7325,1.7281,0.02%,-0.001329903
21-04-2014,1.7283,1.729,1.7341,1.7246,-0.13%,0.003119587
22-04-2014,1.7337,1.7274,1.7377,1.7254,0.31%,0.001210549
23-04-2014,1.7358,1.733,1.7424,1.7323,0.12%,0.00258911
24-04-2014,1.7403,1.735,1.7413,1.7332,0.26%,-0.001207417
25-04-2014,1.7382,1.7393,1.7426,1.7358,-0.12%,0.001552126
28-04-2014,1.7409,1.7381,1.743,1.7339,0.16%,-0.003567733
29-04-2014,1.7347,1.7401,1.7436,1.7321,-0.36%,0.002245704
30-04-2014,1.7386,1.7345,1.7428,1.7304,0.22%,-0.00080557
01-05-2014,1.7372,1.738,1.7418,1.7352,-0.08%,0.000575473
02-05-2014,1.7382,1.7364,1.7401,1.7326,0.06%,-0.002073256
05-05-2014,1.7346,1.7378,1.7403,1.732,-0.21%,0.001325076
06-05-2014,1.7369,1.7336,1.7413,1.7323,0.13%,0.00051803
07-05-2014,1.7378,1.7367,1.7409,1.7344,0.05%,-0.006407873
08-05-2014,1.7267,1.7372,1.7437,1.7236,-0.64%,-0.005051249
09-05-2014,1.718,1.7257,1.7281,1.715,-0.50%,0.001686586
12-05-2014,1.7209,1.7158,1.7227,1.7158,0.17%,-0.002851409
13-05-2014,1.716,1.7203,1.725,1.7132,-0.28%,-0.000816184
14-05-2014,1.7146,1.7151,1.718,1.7104,-0.08%,0.001457004
15-05-2014,1.7171,1.7138,1.7192,1.7083,0.15%,-0.002157121
16-05-2014,1.7134,1.7164,1.7209,1.711,-0.22%,0.000408461
19-05-2014,1.7141,1.7133,1.7167,1.7114,0.04%,0.001457429
20-05-2014,1.7166,1.7131,1.7171,1.7125,0.15%,-0.002508094
21-05-2014,1.7123,1.7163,1.7208,1.7079,-0.25%,-0.002104649
22-05-2014,1.7087,1.7114,1.7149,1.7072,-0.21%,0
23-05-2014,1.7087,1.7081,1.7108,1.7052,0.00%,0.001111339
26-05-2014,1.7106,1.7059,1.7111,1.7051,0.11%,0.001635514
27-05-2014,1.7134,1.71,1.7162,1.7084,0.16%,-0.003683676
28-05-2014,1.7071,1.712,1.7144,1.705,-0.37%,-0.000351535
29-05-2014,1.7065,1.7061,1.7099,1.7034,-0.04%,0.001580935
30-05-2014,1.7092,1.7054,1.712,1.7042,0.16%,-0.000234055
02-06-2014,1.7088,1.7084,1.7135,1.7064,-0.02%,0.002162921
03-06-2014,1.7125,1.7081,1.7144,1.7065,0.22%,-0.001110105
04-06-2014,1.7106,1.7121,1.7151,1.7086,-0.11%,5.84573E-05
05-06-2014,1.7107,1.7097,1.7155,1.6958,0.01%,-0.001872331
06-06-2014,1.7075,1.7101,1.713,1.7044,-0.19%,-0.00499047
09-06-2014,1.699,1.7066,1.7089,1.6969,-0.50%,-0.003419613
10-06-2014,1.6932,1.6986,1.7008,1.6904,-0.34%,-0.000531679
11-06-2014,1.6923,1.692,1.6962,1.6894,-0.05%,-0.000177289
12-06-2014,1.692,1.6912,1.6951,1.6855,-0.02%,0.001181335
13-06-2014,1.694,1.691,1.6966,1.6896,0.12%,0.002240699
16-06-2014,1.6978,1.6922,1.699,1.6897,0.22%,0.000117793
17-06-2014,1.698,1.6969,1.7006,1.6948,0.01%,-0.000235599
18-06-2014,1.6976,1.6972,1.7026,1.6936,-0.02%,0.001824442
19-06-2014,1.7007,1.6969,1.7041,1.6951,0.18%,-0.0013533
20-06-2014,1.6984,1.7,1.7035,1.696,-0.14%,0.000176621
23-06-2014,1.6987,1.6978,1.6998,1.6942,0.02%,0.000588512
24-06-2014,1.6997,1.6982,1.7027,1.6952,0.06%,0.002291894
25-06-2014,1.7036,1.699,1.7071,1.6977,0.23%,-0.002056586
26-06-2014,1.7001,1.7028,1.7043,1.6969,-0.21%,0.003347136
27-06-2014,1.7058,1.6991,1.7066,1.699,0.34%,0.000703235
30-06-2014,1.707,1.703,1.7085,1.7021,0.07%,-0.001582975
01-07-2014,1.7043,1.7062,1.7081,1.7026,-0.16%,0
02-07-2014,1.7043,1.7033,1.706,1.6994,0.00%,-0.004115716
03-07-2014,1.6973,1.7034,1.7055,1.6949,-0.41%,-0.002182312
04-07-2014,1.6936,1.6969,1.699,1.691,-0.22%,0.001710864
07-07-2014,1.6965,1.6941,1.6968,1.6912,0.17%,-0.002301497
08-07-2014,1.6926,1.6953,1.697,1.6879,-0.23%,0.000767754
09-07-2014,1.6939,1.6923,1.695,1.6888,0.08%,-0.002423384
10-07-2014,1.6898,1.693,1.6946,1.6868,-0.24%,-0.000710395
11-07-2014,1.6886,1.6887,1.6914,1.6854,-0.07%,0.001479422
14-07-2014,1.6911,1.6869,1.6913,1.6863,0.15%,-0.001953299
15-07-2014,1.6878,1.6908,1.694,1.6857,-0.20%,-0.004275033
16-07-2014,1.6806,1.687,1.6891,1.6786,-0.43%,0.00112991
17-07-2014,1.6825,1.6803,1.6829,1.677,0.11%,-0.002380245
18-07-2014,1.6785,1.6816,1.683,1.6745,-0.24%,-0.001192251
21-07-2014,1.6765,1.6778,1.6819,1.6747,-0.12%,-0.004184107
22-07-2014,1.6695,1.6763,1.6789,1.6679,-0.42%,-0.002578944
23-07-2014,1.6652,1.6686,1.6709,1.663,-0.26%,0.003536856
24-07-2014,1.6711,1.6642,1.6719,1.6628,0.35%,-0.001676948
25-07-2014,1.6683,1.6709,1.6735,1.6652,-0.17%,0.000359583
28-07-2014,1.6689,1.6669,1.6701,1.6649,0.04%,-0.001319103
29-07-2014,1.6667,1.668,1.6698,1.665,-0.13%,0
30-07-2014,1.6667,1.6658,1.6683,1.6635,0.00%,0.00233722
31-07-2014,1.6706,1.6663,1.6724,1.6654,0.23%,0.002391487
01-08-2014,1.6746,1.6695,1.6768,1.669,0.24%,-0.001494009
04-08-2014,1.6721,1.6742,1.6759,1.6698,-0.15%,-0.001795762
05-08-2014,1.6691,1.6713,1.6736,1.6661,-0.18%,0.000898284
06-08-2014,1.6706,1.6683,1.6718,1.666,0.09%,0.001853901
07-08-2014,1.6737,1.6698,1.6766,1.6686,0.19%,0.003399842
08-08-2014,1.6794,1.6725,1.6804,1.671,0.34%,-0.003459592
11-08-2014,1.6736,1.6777,1.6789,1.6712,-0.35%,-0.001016291
12-08-2014,1.6719,1.6733,1.6741,1.6671,-0.10%,-0.00119696
13-08-2014,1.6699,1.6711,1.6756,1.6675,-0.12%,-0.002458256
14-08-2014,1.6658,1.6689,1.6703,1.6637,-0.25%,0.001619531
15-08-2014,1.6685,1.6657,1.6703,1.6609,0.16%,-0.003001203
18-08-2014,1.6635,1.6672,1.6692,1.6603,-0.30%,-0.001142823
19-08-2014,1.6616,1.6624,1.6643,1.6576,-0.11%,-0.001505707
20-08-2014,1.6591,1.6612,1.6633,1.6573,-0.15%,0.000241066
21-08-2014,1.6595,1.6583,1.661,1.6564,0.02%,-0.003198844
22-08-2014,1.6542,1.6587,1.6603,1.6499,-0.32%,-0.003209109
25-08-2014,1.6489,1.6512,1.6534,1.6459,-0.32%,-0.00200334
26-08-2014,1.6456,1.6482,1.6523,1.6442,-0.20%,0.000364542
27-08-2014,1.6462,1.6447,1.6474,1.6414,0.04%,0.000546564
28-08-2014,1.6471,1.6454,1.6496,1.6426,0.05%,-0.004319924
29-08-2014,1.64,1.6459,1.6483,1.639,-0.43%,0.000365787
01-09-2014,1.6406,1.6398,1.6425,1.6379,0.04%,0.003468317
02-09-2014,1.6463,1.6405,1.6476,1.6393,0.35%,-0.000425286
03-09-2014,1.6456,1.6452,1.6487,1.6423,-0.04%,-0.01235112
04-09-2014,1.6254,1.6443,1.6468,1.6209,-1.23%,-0.001231224
05-09-2014,1.6234,1.6243,1.6276,1.6214,-0.12%,0.000246366
08-09-2014,1.6238,1.6223,1.6275,1.6196,0.02%,0.00589465
09-09-2014,1.6334,1.6233,1.6361,1.6202,0.59%,-0.000673669
10-09-2014,1.6323,1.6324,1.6398,1.6264,-0.07%,0.000734889
11-09-2014,1.6335,1.631,1.6363,1.6288,0.07%,0.002506803
12-09-2014,1.6376,1.6327,1.6387,1.629,0.25%,-0.001344333
15-09-2014,1.6354,1.639,1.642,1.6317,-0.13%,-0.001223691
16-09-2014,1.6334,1.6345,1.637,1.6299,-0.12%,-0.00159304
17-09-2014,1.6308,1.6324,1.6397,1.6281,-0.16%,0.003855692
18-09-2014,1.6371,1.63,1.6397,1.6266,0.39%,-0.007049405
19-09-2014,1.6256,1.6363,1.6401,1.6231,-0.70%,0.003990551
22-09-2014,1.6321,1.6245,1.6323,1.623,0.40%,-0.001164822
23-09-2014,1.6302,1.6313,1.635,1.6271,-0.12%,-0.006523502
24-09-2014,1.6196,1.6293,1.632,1.6174,-0.65%,6.17417E-05
25-09-2014,1.6197,1.6188,1.6212,1.6101,0.01%,-0.001730211
26-09-2014,1.6169,1.619,1.6212,1.6134,-0.17%,-0.000556776
29-09-2014,1.616,1.6154,1.6202,1.6131,-0.06%,-0.002788538
30-09-2014,1.6115,1.6152,1.6181,1.6033,-0.28%,-0.003481075
01-10-2014,1.6059,1.6111,1.6122,1.6036,-0.35%,0.00335696
02-10-2014,1.6113,1.6054,1.6147,1.6039,0.34%,-0.003792947
03-10-2014,1.6052,1.6105,1.6128,1.5999,-0.38%,0.006148515
06-10-2014,1.6151,1.603,1.6168,1.6003,0.62%,0.000433316
07-10-2014,1.6158,1.6152,1.6166,1.6079,0.04%,0.003459784
08-10-2014,1.6214,1.6147,1.6258,1.6125,0.35%,-0.004822266
09-10-2014,1.6136,1.6203,1.6235,1.6102,-0.48%,-0.001798841
10-10-2014,1.6107,1.6134,1.6167,1.6058,-0.18%,0.007237667
13-10-2014,1.6224,1.612,1.6232,1.6079,0.73%,-0.004385836
14-10-2014,1.6153,1.6213,1.6245,1.611,-0.44%,0.010591884
15-10-2014,1.6325,1.6145,1.6374,1.6108,1.06%,-0.000183784
16-10-2014,1.6322,1.6327,1.6337,1.6204,-0.02%,-0.002760823
17-10-2014,1.6277,1.6311,1.6343,1.6245,-0.28%,-0.00166016
20-10-2014,1.625,1.6269,1.628,1.6198,-0.17%,-0.005058929
21-10-2014,1.6168,1.6244,1.6296,1.6148,-0.50%,-0.00378002
22-10-2014,1.6107,1.6158,1.6183,1.6074,-0.38%,0.002851831
23-10-2014,1.6153,1.61,1.6168,1.6045,0.29%,0.000433262
24-10-2014,1.616,1.6149,1.6194,1.6111,0.04%,0.001545834
27-10-2014,1.6185,1.6173,1.6225,1.6148,0.15%,0.000926355
28-10-2014,1.62,1.6184,1.6246,1.6152,0.09%,-0.003648623
29-10-2014,1.6141,1.6193,1.6233,1.6121,-0.36%,-0.001612104
30-10-2014,1.6115,1.614,1.616,1.6047,-0.16%,-0.000124116
31-10-2014,1.6113,1.6108,1.6166,1.6061,-0.01%,0.000124116
03-11-2014,1.6115,1.6084,1.6138,1.6024,0.01%,0.003530837
04-11-2014,1.6172,1.6107,1.622,1.6102,0.35%,-0.001175561
05-11-2014,1.6153,1.6168,1.6214,1.6129,-0.12%,-0.007020188
06-11-2014,1.604,1.6151,1.6193,1.6016,-0.70%,0.000623247
07-11-2014,1.605,1.6035,1.6086,1.6008,0.06%,-0.000810297
10-11-2014,1.6037,1.6043,1.6116,1.6024,-0.08%,0.004107038
11-11-2014,1.6103,1.6034,1.6138,1.6012,0.41%,-0.00329674
12-11-2014,1.605,1.6096,1.613,1.6019,-0.33%,0.00422781
13-11-2014,1.6118,1.6046,1.6135,1.6016,0.42%,0.007910065
14-11-2014,1.6246,1.6111,1.6273,1.6076,0.79%,-0.004936453
17-11-2014,1.6166,1.6239,1.6289,1.6144,-0.49%,0.006597021
18-11-2014,1.6273,1.6161,1.6278,1.6146,0.66%,0.007347122
19-11-2014,1.6393,1.6269,1.6427,1.6245,0.74%,-0.005382605
20-11-2014,1.6305,1.638,1.6437,1.6275,-0.54%,-0.012279936
21-11-2014,1.6106,1.6301,1.6331,1.6067,-1.22%,0.006436462
24-11-2014,1.621,1.6083,1.6227,1.605,0.65%,0.000924927
25-11-2014,1.6225,1.6208,1.6254,1.6164,0.09%,0.000246503
26-11-2014,1.6229,1.6224,1.6275,1.6191,0.02%,-0.002282472
27-11-2014,1.6192,1.622,1.625,1.6172,-0.23%,0.003021616
28-11-2014,1.6241,1.6183,1.6283,1.6172,0.30%,0.003319403
01-12-2014,1.6295,1.6224,1.6322,1.6202,0.33%,-0.003196266
02-12-2014,1.6243,1.6287,1.6307,1.6207,-0.32%,-0.005184877
03-12-2014,1.6159,1.6234,1.6256,1.6116,-0.52%,0.00524644
04-12-2014,1.6244,1.6156,1.6331,1.6141,0.53%,0.000246214
05-12-2014,1.6248,1.6242,1.6322,1.6205,0.02%,0.000430729
08-12-2014,1.6255,1.6238,1.628,1.6165,0.04%,0.002150869
09-12-2014,1.629,1.6247,1.637,1.6223,0.22%,0.002330003
10-12-2014,1.6328,1.6282,1.633,1.6227,0.23%,-0.002084484
11-12-2014,1.6294,1.6319,1.6393,1.625,-0.21%,0.00495884
12-12-2014,1.6375,1.6287,1.6395,1.6238,0.50%,-0.002874356
15-12-2014,1.6328,1.6364,1.6391,1.6275,-0.29%,-0.00165497
16-12-2014,1.6301,1.6322,1.6368,1.6248,-0.17%,-0.007574161
17-12-2014,1.6178,1.6292,1.6322,1.613,-0.75%,-0.002227724
18-12-2014,1.6142,1.6169,1.623,1.6112,-0.22%,-0.003910498
19-12-2014,1.6079,1.6135,1.6185,1.6057,-0.39%,0.003042819
