Date,Close,Open,High,Low,Change %,Log_Returns
08-05-2017,1.5357,1.5453,1.5486,1.5341,-0.60%,-0.000455922
09-05-2017,1.535,1.536,1.5392,1.5339,-0.05%,-0.001238552
10-05-2017,1.5331,1.5347,1.5378,1.531,-0.12%,-0.002939546
11-05-2017,1.5286,1.5335,1.5362,1.5272,-0.29%,0.004112949
12-05-2017,1.5349,1.5284,1.5358,1.5276,0.41%,-0.000586529
15-05-2017,1.534,1.5347,1.5376,1.5314,-0.06%,0.007856928
16-05-2017,1.5461,1.5341,1.5487,1.533,0.79%,0.003293194
17-05-2017,1.5512,1.5458,1.5525,1.5438,0.33%,-0.003228517
18-05-2017,1.5462,1.5513,1.5547,1.5443,-0.32%,0.003872972
19-05-2017,1.5522,1.5464,1.5539,1.5453,0.39%,0.003665481
22-05-2017,1.5579,1.5523,1.5607,1.5487,0.37%,-0.001863215
23-05-2017,1.555,1.5578,1.5631,1.5535,-0.19%,-0.001029469
24-05-2017,1.5534,1.555,1.5577,1.5511,-0.10%,0.000707874
25-05-2017,1.5545,1.5535,1.5579,1.5508,0.07%,-0.006000599
26-05-2017,1.5452,1.5543,1.5555,1.542,-0.60%,0.001616606
29-05-2017,1.5477,1.5437,1.5498,1.5421,0.16%,0.000581339
30-05-2017,1.5486,1.5481,1.552,1.5421,0.06%,0.00438145
31-05-2017,1.5554,1.5481,1.5566,1.5452,0.44%,-0.000385827
01-06-2017,1.5548,1.5551,1.5583,1.5524,-0.04%,0.001863454
02-06-2017,1.5577,1.5548,1.5603,1.5536,0.19%,-0.001734829
05-06-2017,1.555,1.5573,1.5595,1.552,-0.17%,0.000578611
06-06-2017,1.5559,1.5553,1.5572,1.552,0.06%,0.000192796
07-06-2017,1.5562,1.5557,1.5584,1.5479,0.02%,-0.00521858
08-06-2017,1.5481,1.5564,1.5574,1.5475,-0.52%,0.00116204
09-06-2017,1.5499,1.5482,1.552,1.5458,0.12%,0.000709471
12-06-2017,1.551,1.5502,1.5553,1.5495,0.07%,-0.001806918
13-06-2017,1.5482,1.5507,1.5519,1.546,-0.18%,-0.003364392
14-06-2017,1.543,1.5482,1.5509,1.5411,-0.34%,-0.000583449
15-06-2017,1.5421,1.5429,1.5467,1.5405,-0.06%,0.004593545
16-06-2017,1.5492,1.5421,1.5501,1.5413,0.46%,-0.001679695
19-06-2017,1.5466,1.5493,1.5512,1.5452,-0.17%,0.000129308
20-06-2017,1.5468,1.5464,1.5493,1.5444,0.01%,0.002969468
21-06-2017,1.5514,1.5474,1.5525,1.5459,0.30%,-0.000709288
22-06-2017,1.5503,1.5511,1.5538,1.5492,-0.07%,0.001868858
23-06-2017,1.5532,1.5502,1.554,1.5477,0.19%,-0.000772897
26-06-2017,1.552,1.5542,1.557,1.5509,-0.08%,0.013440202
27-06-2017,1.573,1.5521,1.5744,1.55,1.35%,-0.000127154
28-06-2017,1.5728,1.5729,1.5783,1.5641,-0.01%,0.003237379
29-06-2017,1.5779,1.5723,1.5796,1.571,0.32%,-0.003237379
30-06-2017,1.5728,1.5787,1.5794,1.5686,-0.32%,-0.000826893
03-07-2017,1.5715,1.5721,1.574,1.5695,-0.08%,-0.001528371
04-07-2017,1.5691,1.5718,1.5733,1.5677,-0.15%,-0.001020213
05-07-2017,1.5675,1.5689,1.5716,1.5653,-0.10%,0.007309742
06-07-2017,1.579,1.5675,1.5796,1.5652,0.73%,-0.002092117
07-07-2017,1.5757,1.5791,1.5804,1.5723,-0.21%,0.00183876
10-07-2017,1.5786,1.5749,1.5802,1.5744,0.18%,0.004046029
11-07-2017,1.585,1.5781,1.5864,1.5756,0.41%,-0.008235713
12-07-2017,1.572,1.5846,1.5862,1.571,-0.82%,-0.003696391
13-07-2017,1.5662,1.5725,1.5776,1.5661,-0.37%,0.004268746
14-07-2017,1.5729,1.5663,1.5744,1.5657,0.43%,-0.000826841
17-07-2017,1.5716,1.5715,1.5744,1.566,-0.08%,0.004634193
18-07-2017,1.5789,1.5717,1.5836,1.571,0.46%,-0.002028784
19-07-2017,1.5757,1.5791,1.5803,1.5747,-0.20%,0.00840527
20-07-2017,1.589,1.576,1.592,1.5729,0.84%,-6.29346E-05
21-07-2017,1.5889,1.5891,1.5933,1.5849,-0.01%,-0.002016003
24-07-2017,1.5857,1.5893,1.5919,1.5826,-0.20%,0.001071507
25-07-2017,1.5874,1.5854,1.5925,1.5838,0.11%,0.003333232
26-07-2017,1.5927,1.5875,1.5934,1.582,0.33%,-0.003522238
27-07-2017,1.5871,1.5926,1.5963,1.5839,-0.35%,0.004526317
28-07-2017,1.5943,1.5872,1.597,1.5855,0.45%,0.006315086
31-07-2017,1.6044,1.5924,1.6052,1.5904,0.63%,-0.001122545
01-08-2017,1.6026,1.6043,1.607,1.5999,-0.11%,0.005538112
02-08-2017,1.6115,1.6026,1.6167,1.6019,0.56%,0.000744371
03-08-2017,1.6127,1.6116,1.6165,1.6092,0.07%,-0.006656944
04-08-2017,1.602,1.6131,1.6145,1.5973,-0.66%,0.003365118
07-08-2017,1.6074,1.6011,1.6097,1.601,0.34%,-0.003302698
08-08-2017,1.6021,1.6074,1.6095,1.5981,-0.33%,0.000873471
09-08-2017,1.6035,1.6019,1.6045,1.5946,0.09%,0.00099732
10-08-2017,1.6051,1.6035,1.6062,1.5969,0.10%,0.001991661
11-08-2017,1.6083,1.605,1.6114,1.6019,0.20%,-0.001929361
14-08-2017,1.6052,1.6064,1.6103,1.6035,-0.19%,-0.000311536
15-08-2017,1.6047,1.6056,1.608,1.5999,-0.03%,-0.000935191
16-08-2017,1.6032,1.604,1.6079,1.5986,-0.09%,-0.000686363
17-08-2017,1.6021,1.6037,1.607,1.5936,-0.07%,0.000748737
18-08-2017,1.6033,1.6022,1.6049,1.5994,0.07%,0.00280278
21-08-2017,1.6078,1.6039,1.6099,1.5991,0.28%,-0.00336428
22-08-2017,1.6024,1.6075,1.6095,1.5998,-0.34%,0.002866581
23-08-2017,1.607,1.6025,1.6096,1.6001,0.29%,0
24-08-2017,1.607,1.6067,1.6086,1.6042,0.00%,0.0057705
25-08-2017,1.6163,1.6072,1.6186,1.602,0.58%,0.003335395
28-08-2017,1.6217,1.6159,1.6228,1.6147,0.33%,0.000369914
29-08-2017,1.6223,1.6214,1.6312,1.6198,0.04%,-0.004943469
30-08-2017,1.6143,1.6224,1.624,1.6139,-0.49%,0.000309684
31-08-2017,1.6148,1.6142,1.6182,1.6086,0.03%,-0.003039045
01-09-2017,1.6099,1.615,1.6201,1.6086,-0.30%,0.002543505
04-09-2017,1.614,1.6098,1.6177,1.6091,0.25%,-0.001364003
05-09-2017,1.6118,1.6142,1.616,1.6088,-0.14%,-0.001738699
06-09-2017,1.609,1.6116,1.6154,1.6077,-0.17%,0.001118082
07-09-2017,1.6108,1.6091,1.6183,1.6053,0.11%,0.002789748
08-09-2017,1.6153,1.6113,1.6175,1.6095,0.28%,-0.003348633
11-09-2017,1.6099,1.616,1.616,1.6088,-0.33%,0.001613704
12-09-2017,1.6125,1.6097,1.6134,1.6069,0.16%,-0.00453741
13-09-2017,1.6052,1.6124,1.6135,1.6038,-0.45%,6.22956E-05
14-09-2017,1.6053,1.6048,1.6089,1.6018,0.01%,0.00080949
15-09-2017,1.6066,1.605,1.6107,1.6027,0.08%,0.002921162
18-09-2017,1.6113,1.6073,1.6126,1.6027,0.29%,0.002417481
19-09-2017,1.6152,1.6114,1.6194,1.6099,0.24%,-0.007020625
20-09-2017,1.6039,1.6152,1.6181,1.6023,-0.70%,0.004913404
21-09-2017,1.6118,1.6039,1.6133,1.6018,0.49%,-0.002422587
22-09-2017,1.6079,1.6113,1.6177,1.6058,-0.24%,-0.004612899
25-09-2017,1.6005,1.6086,1.6097,1.5991,-0.46%,-0.002001377
26-09-2017,1.5973,1.6012,1.603,1.5951,-0.20%,-0.000313077
27-09-2017,1.5968,1.5973,1.5991,1.5932,-0.03%,0.002189485
28-09-2017,1.6003,1.5968,1.6034,1.5952,0.22%,0.002122348
29-09-2017,1.6037,1.6004,1.6063,1.5992,0.21%,-0.003873552
02-10-2017,1.5975,1.6049,1.6049,1.5972,-0.39%,0.001188652
03-10-2017,1.5994,1.5974,1.6036,1.5971,0.12%,0.000874945
04-10-2017,1.6008,1.5994,1.603,1.5981,0.09%,-0.001938409
05-10-2017,1.5977,1.6005,1.6061,1.5954,-0.19%,0.002250704
06-10-2017,1.6013,1.5975,1.6036,1.5962,0.23%,-0.000187365
09-10-2017,1.601,1.6005,1.6034,1.5985,-0.02%,0.000124914
10-10-2017,1.6012,1.6007,1.6027,1.598,0.01%,0.003055532
11-10-2017,1.6061,1.6014,1.6077,1.6003,0.31%,-0.003805251
12-10-2017,1.6,1.6063,1.6085,1.5986,-0.38%,-0.003067199
13-10-2017,1.5951,1.6,1.606,1.5939,-0.31%,-0.00068985
16-10-2017,1.594,1.5952,1.5974,1.5923,-0.07%,0.00075254
17-10-2017,1.5952,1.5944,1.5975,1.5929,0.08%,0.002629439
18-10-2017,1.5994,1.5946,1.6016,1.5928,0.26%,0.005238226
19-10-2017,1.6078,1.5994,1.6084,1.599,0.53%,-0.00211693
20-10-2017,1.6044,1.6077,1.6083,1.6012,-0.21%,-0.002621233
23-10-2017,1.6002,1.6025,1.604,1.5983,-0.26%,0.001623478
24-10-2017,1.6028,1.6001,1.6051,1.5983,0.16%,0.002679213
25-10-2017,1.6071,1.6027,1.6084,1.6005,0.27%,-0.008937839
26-10-2017,1.5928,1.607,1.6104,1.5911,-0.89%,-0.00471981
27-10-2017,1.5853,1.5926,1.5942,1.5822,-0.47%,0.000126151
30-10-2017,1.5855,1.5839,1.5882,1.5822,0.01%,0.001071643
31-10-2017,1.5872,1.5852,1.5894,1.582,0.11%,-0.003660927
01-11-2017,1.5814,1.5874,1.5888,1.5804,-0.37%,0.001958369
02-11-2017,1.5845,1.5811,1.5884,1.5806,0.20%,0
03-11-2017,1.5845,1.5843,1.5914,1.5825,0.00%,-0.002337852
06-11-2017,1.5808,1.5837,1.5863,1.5793,-0.23%,-0.000189795
07-11-2017,1.5805,1.5807,1.5828,1.5763,-0.02%,-0.000886188
08-11-2017,1.5791,1.5806,1.5832,1.577,-0.09%,0.001898014
09-11-2017,1.5821,1.579,1.5843,1.578,0.19%,0.003029349
10-11-2017,1.5869,1.5824,1.5879,1.5814,0.30%,0.001196587
13-11-2017,1.5888,1.5868,1.5897,1.5842,0.12%,0.00914736
14-11-2017,1.6034,1.589,1.6044,1.5877,0.92%,-0.002435294
15-11-2017,1.5995,1.6035,1.608,1.5993,-0.24%,-0.001877347
16-11-2017,1.5965,1.5993,1.6003,1.5945,-0.19%,0.001314513
17-11-2017,1.5986,1.5964,1.602,1.5956,0.13%,-0.004011539
20-11-2017,1.5922,1.5978,1.6,1.5898,-0.40%,-0.001508486
21-11-2017,1.5898,1.5923,1.594,1.587,-0.15%,0.00163409
22-11-2017,1.5924,1.5896,1.5934,1.5868,0.16%,0.001255178
23-11-2017,1.5944,1.5922,1.5963,1.5904,0.13%,0.00668857
24-11-2017,1.6051,1.5942,1.6065,1.593,0.67%,-0.001745963
27-11-2017,1.6023,1.6059,1.6089,1.6015,-0.17%,-0.005193517
28-11-2017,1.594,1.6022,1.6039,1.5922,-0.52%,0.001253919
29-11-2017,1.596,1.5938,1.5983,1.5916,0.13%,0.005934736
30-11-2017,1.6055,1.5959,1.6077,1.5941,0.60%,-0.002494544
01-12-2017,1.6015,1.6053,1.6081,1.596,-0.25%,-0.001499719
04-12-2017,1.5991,1.6005,1.6023,1.5958,-0.15%,-0.003633634
05-12-2017,1.5933,1.5988,1.5997,1.5902,-0.36%,-0.001130369
06-12-2017,1.5915,1.5931,1.596,1.5895,-0.11%,-0.000188519
07-12-2017,1.5912,1.5913,1.5941,1.5896,-0.02%,-0.000188555
08-12-2017,1.5909,1.5911,1.5929,1.587,-0.02%,-0.000251462
11-12-2017,1.5905,1.5916,1.5956,1.5896,-0.03%,-0.001762004
12-12-2017,1.5877,1.5906,1.5937,1.586,-0.18%,0.002955884
13-12-2017,1.5924,1.5877,1.5938,1.5863,0.30%,-0.004594815
14-12-2017,1.5851,1.5923,1.5977,1.5841,-0.46%,-6.30895E-05
15-12-2017,1.585,1.5851,1.5905,1.5833,-0.01%,0.00151305
18-12-2017,1.5874,1.585,1.5941,1.582,0.15%,0.004400032
19-12-2017,1.5944,1.5875,1.5967,1.5867,0.44%,0.000689677
20-12-2017,1.5955,1.5942,1.6007,1.592,0.07%,0
21-12-2017,1.5955,1.5955,1.5999,1.5936,0.00%,-0.001066065
22-12-2017,1.5938,1.5956,1.5963,1.5897,-0.11%,0.000940704
25-12-2017,1.5953,1.5936,1.5973,1.5911,0.09%,-0.001380003
26-12-2017,1.5931,1.595,1.5963,1.5916,-0.14%,-0.00018833
27-12-2017,1.5928,1.5934,1.5959,1.5915,-0.02%,0.003009029
28-12-2017,1.5976,1.5926,1.5998,1.5919,0.30%,0.00443432
29-12-2017,1.6047,1.5976,1.6081,1.5953,0.44%,0.000685252
01-01-2018,1.6058,1.6055,1.6071,1.6041,0.07%,-0.001807586
02-01-2018,1.6029,1.6058,1.6074,1.599,-0.18%,-0.003124221
03-01-2018,1.5979,1.6026,1.6044,1.5956,-0.31%,0.00299944
04-01-2018,1.6027,1.5976,1.607,1.5967,0.30%,-0.004251867
05-01-2018,1.5959,1.603,1.6037,1.5958,-0.42%,-0.00075221
08-01-2018,1.5947,1.5951,1.6006,1.5934,-0.08%,-0.00043905
09-01-2018,1.594,1.5947,1.5958,1.5914,-0.04%,0
10-01-2018,1.594,1.5943,1.6005,1.5923,0.00%,0.0034445
11-01-2018,1.5995,1.594,1.604,1.5913,0.35%,0.009829618
12-01-2018,1.6153,1.5998,1.6159,1.599,0.99%,0.0030289
15-01-2018,1.6202,1.617,1.6247,1.6123,0.30%,-0.000370393
16-01-2018,1.6196,1.6201,1.6237,1.615,-0.04%,-0.003339727
17-01-2018,1.6142,1.6194,1.6249,1.6139,-0.33%,0.0014857
18-01-2018,1.6166,1.6143,1.62,1.6125,0.15%,-0.001361808
19-01-2018,1.6144,1.6166,1.6213,1.6133,-0.14%,0.001794722
22-01-2018,1.6173,1.6196,1.6208,1.614,0.18%,0.001668057
23-01-2018,1.62,1.6174,1.6222,1.6136,0.17%,0.001233806
24-01-2018,1.622,1.62,1.6236,1.6163,0.12%,0.001355431
25-01-2018,1.6242,1.6223,1.6332,1.6195,0.14%,6.15669E-05
26-01-2018,1.6243,1.6246,1.6307,1.6221,0.01%,-0.001170419
29-01-2018,1.6224,1.6249,1.6268,1.619,-0.12%,0.002585412
30-01-2018,1.6266,1.6224,1.6311,1.6213,0.26%,0.001965361
31-01-2018,1.6298,1.6266,1.6323,1.6256,0.20%,0.004102507
01-02-2018,1.6365,1.6287,1.6386,1.6266,0.41%,0.004694129
02-02-2018,1.6442,1.6359,1.6451,1.6355,0.47%,-0.005855818
05-02-2018,1.6346,1.6436,1.6455,1.6335,-0.58%,-0.001346802
06-02-2018,1.6324,1.6346,1.6422,1.628,-0.13%,-0.004235864
07-02-2018,1.6255,1.6324,1.6344,1.6224,-0.42%,0.003009923
08-02-2018,1.6304,1.6254,1.633,1.6236,0.30%,-0.002210488
09-02-2018,1.6268,1.6304,1.637,1.6256,-0.22%,-0.000245912
12-02-2018,1.6264,1.6288,1.6304,1.6218,-0.02%,0.004417185
13-02-2018,1.6336,1.6267,1.6364,1.6258,0.44%,0.001529193
14-02-2018,1.6361,1.6334,1.6385,1.6249,0.15%,0.000794257
15-02-2018,1.6374,1.636,1.64,1.6341,0.08%,-0.005941643
16-02-2018,1.6277,1.6373,1.6407,1.627,-0.59%,0.001350688
19-02-2018,1.6299,1.628,1.6314,1.6253,0.14%,-0.001657917
20-02-2018,1.6272,1.63,1.6312,1.6258,-0.17%,-0.000737735
21-02-2018,1.626,1.6269,1.6297,1.6248,-0.07%,0.000368936
22-02-2018,1.6266,1.6258,1.628,1.6218,0.04%,-0.002585412
23-02-2018,1.6224,1.6264,1.6295,1.6213,-0.26%,-0.000924984
26-02-2018,1.6209,1.6226,1.6252,1.6187,-0.09%,-0.000555401
27-02-2018,1.62,1.6208,1.6276,1.6173,-0.06%,-0.00265785
28-02-2018,1.6157,1.62,1.6217,1.613,-0.27%,0.004446373
01-03-2018,1.6229,1.6156,1.6241,1.6137,0.45%,0.001600788
02-03-2018,1.6255,1.6232,1.63,1.6183,0.16%,0.000676486
05-03-2018,1.6266,1.6262,1.6306,1.6208,0.07%,0.003620635
06-03-2018,1.6325,1.6266,1.6344,1.6253,0.36%,-0.000980572
07-03-2018,1.6309,1.6328,1.6385,1.6292,-0.10%,-0.005410404
08-03-2018,1.6221,1.6315,1.6369,1.6207,-0.54%,-0.000986862
09-03-2018,1.6205,1.6219,1.6246,1.6174,-0.10%,-0.000679033
12-03-2018,1.6194,1.6204,1.6222,1.6159,-0.07%,0.003882782
13-03-2018,1.6257,1.6193,1.6268,1.6178,0.39%,-0.004006292
14-03-2018,1.6192,1.6259,1.6274,1.6166,-0.40%,-0.001916361
15-03-2018,1.6161,1.6188,1.6231,1.6153,-0.19%,0.001978118
16-03-2018,1.6193,1.6164,1.6214,1.6154,0.20%,0.003267675
19-03-2018,1.6246,1.6185,1.6261,1.6161,0.33%,-0.006112451
20-03-2018,1.6147,1.6246,1.6259,1.614,-0.61%,0.002968279
21-03-2018,1.6195,1.6148,1.6215,1.6142,0.30%,0.000617284
22-03-2018,1.6205,1.6193,1.6258,1.6178,0.06%,0.002711532
23-03-2018,1.6249,1.62,1.6269,1.6185,0.27%,0.002151662
26-03-2018,1.6284,1.6237,1.6318,1.6207,0.22%,-0.002028585
27-03-2018,1.6251,1.6286,1.6304,1.6201,-0.20%,-0.006420171
28-03-2018,1.6147,1.6249,1.6267,1.6139,-0.64%,-0.000805427
29-03-2018,1.6134,1.6144,1.6185,1.61,-0.08%,0.001238851
30-03-2018,1.6154,1.6133,1.6167,1.6121,0.12%,-0.000557293
02-04-2018,1.6145,1.6158,1.6177,1.6116,-0.06%,-0.003101739
03-04-2018,1.6095,1.615,1.616,1.607,-0.31%,0.000993604
04-04-2018,1.6111,1.6093,1.6173,1.6082,0.10%,0
05-04-2018,1.6111,1.6111,1.6143,1.6085,0.00%,0.003036785
06-04-2018,1.616,1.6109,1.6188,1.6101,0.30%,0
09-04-2018,1.616,1.6154,1.6173,1.6103,0.00%,0.001051427
10-04-2018,1.6177,1.6161,1.6219,1.6124,0.11%,0.000865052
11-04-2018,1.6191,1.6179,1.622,1.6165,0.09%,-0.000617818
12-04-2018,1.6181,1.6192,1.6211,1.6141,-0.06%,-6.18028E-05
13-04-2018,1.618,1.6182,1.6198,1.6132,-0.01%,0.002407483
16-04-2018,1.6219,1.6177,1.6251,1.617,0.24%,0.000246594
17-04-2018,1.6223,1.6218,1.6247,1.6168,0.02%,-0.000925041
18-04-2018,1.6208,1.6228,1.6248,1.6192,-0.09%,-0.000864144
19-04-2018,1.6194,1.6206,1.6238,1.6157,-0.09%,-0.001421289
20-04-2018,1.6171,1.6194,1.622,1.6134,-0.14%,0.000741794
23-04-2018,1.6183,1.6176,1.6204,1.6146,0.07%,-0.000432646
24-04-2018,1.6176,1.6181,1.62,1.6126,-0.04%,-0.001051492
25-04-2018,1.6159,1.6177,1.6223,1.6156,-0.11%,-0.0052119
26-04-2018,1.6075,1.6158,1.6179,1.6056,-0.52%,-0.001120379
27-04-2018,1.6057,1.6072,1.6092,1.5993,-0.11%,-0.002556669
30-04-2018,1.6016,1.6049,1.6073,1.5981,-0.26%,-0.001437096
01-05-2018,1.5993,1.6014,1.6033,1.5979,-0.14%,-0.001313937
02-05-2018,1.5972,1.5992,1.6055,1.5956,-0.13%,-0.001127608
03-05-2018,1.5954,1.5971,1.5995,1.5927,-0.11%,-6.26822E-05
04-05-2018,1.5953,1.5958,1.5993,1.5913,-0.01%,-0.001945099
07-05-2018,1.5922,1.5939,1.5973,1.5909,-0.19%,-0.001508486
08-05-2018,1.5898,1.5921,1.5943,1.5871,-0.15%,0.003265514
09-05-2018,1.595,1.5897,1.5964,1.5882,0.33%,-0.000878128
10-05-2018,1.5936,1.5953,1.5991,1.5906,-0.09%,0.001504891
11-05-2018,1.596,1.5938,1.597,1.5901,0.15%,-0.001567644
14-05-2018,1.5935,1.5962,1.5986,1.5923,-0.16%,-0.001130227
15-05-2018,1.5917,1.5933,1.5958,1.5879,-0.11%,-0.005607197
16-05-2018,1.5828,1.5918,1.5926,1.5792,-0.56%,0.00018952
17-05-2018,1.5831,1.583,1.5868,1.5813,0.02%,-0.000947957
18-05-2018,1.5816,1.5833,1.5866,1.5796,-0.09%,-0.001012146
21-05-2018,1.58,1.5798,1.5833,1.5778,-0.10%,-0.001646925
22-05-2018,1.5774,1.5797,1.5828,1.5751,-0.16%,-0.004001911
23-05-2018,1.5711,1.5772,1.5808,1.57,-0.40%,-0.001018914
24-05-2018,1.5695,1.5713,1.5748,1.5689,-0.10%,-0.003958126
25-05-2018,1.5633,1.5696,1.572,1.5618,-0.40%,-0.001728609
28-05-2018,1.5606,1.563,1.57,1.5575,-0.17%,-0.004817429
29-05-2018,1.5531,1.5607,1.5643,1.5502,-0.48%,0.005586069
30-05-2018,1.5618,1.5533,1.5634,1.5499,0.56%,0.001343699
31-05-2018,1.5639,1.5621,1.5673,1.559,0.13%,-0.002048263
01-06-2018,1.5607,1.5636,1.567,1.5561,-0.20%,0.001856416
04-06-2018,1.5636,1.56,1.5663,1.5596,0.19%,0.000255787
05-06-2018,1.564,1.5635,1.5657,1.5568,0.03%,0.003064354
06-06-2018,1.5688,1.564,1.571,1.5597,0.31%,0.003182081
07-06-2018,1.5738,1.5695,1.5772,1.5682,0.32%,-0.001526135
08-06-2018,1.5714,1.5737,1.5757,1.5675,-0.15%,0.001081253
11-06-2018,1.5731,1.5711,1.5775,1.569,0.11%,-0.002036272
12-06-2018,1.5699,1.5735,1.5755,1.5681,-0.20%,0.003116357
13-06-2018,1.5748,1.5703,1.5768,1.568,0.31%,-0.012009854
14-06-2018,1.556,1.5743,1.5808,1.5545,-1.19%,0.007810039
15-06-2018,1.5682,1.556,1.5701,1.5535,0.78%,0.001720239
18-06-2018,1.5709,1.5686,1.5716,1.5632,0.17%,0.001145184
19-06-2018,1.5727,1.5707,1.5739,1.5665,0.11%,-0.000317975
20-06-2018,1.5722,1.5727,1.575,1.566,-0.03%,0.002350625
21-06-2018,1.5759,1.5722,1.5792,1.5684,0.24%,0.004684739
22-06-2018,1.5833,1.5762,1.585,1.5755,0.47%,0.006860766
25-06-2018,1.5942,1.5826,1.5962,1.5826,0.69%,-0.004148601
26-06-2018,1.5876,1.5942,1.5958,1.5861,-0.41%,-0.004861888
27-06-2018,1.5799,1.5878,1.5905,1.5786,-0.49%,0.001517931
28-06-2018,1.5823,1.5795,1.585,1.5782,0.15%,0.006425624
29-06-2018,1.5925,1.582,1.5931,1.5807,0.64%,0.000753248
02-07-2018,1.5937,1.5877,1.5946,1.5846,0.08%,-0.001695608
03-07-2018,1.591,1.594,1.5981,1.5897,-0.17%,6.28516E-05
04-07-2018,1.5911,1.5908,1.5939,1.5868,0.01%,0.00282424
05-07-2018,1.5956,1.591,1.5979,1.5901,0.28%,-0.000752351
06-07-2018,1.5944,1.5954,1.5986,1.5918,-0.08%,-0.000125447
09-07-2018,1.5942,1.5941,1.597,1.5917,-0.01%,-0.000250941
10-07-2018,1.5938,1.5942,1.5953,1.5874,-0.03%,-0.000753201
11-07-2018,1.5926,1.5936,1.5983,1.5904,-0.08%,-0.000816609
12-07-2018,1.5913,1.5923,1.5943,1.5879,-0.08%,0.002823886
13-07-2018,1.5958,1.5909,1.5963,1.5877,0.28%,-0.000438748
16-07-2018,1.5951,1.5945,1.5971,1.592,-0.04%,-0.002259462
17-07-2018,1.5915,1.5946,1.5969,1.5897,-0.23%,-0.001635015
18-07-2018,1.5889,1.5919,1.5936,1.5882,-0.16%,0.004521201
19-07-2018,1.5961,1.5888,1.5983,1.5881,0.45%,0.000438473
20-07-2018,1.5968,1.596,1.5992,1.5914,0.04%,-0.000375822
23-07-2018,1.5962,1.5977,1.6001,1.5941,-0.04%,-0.001441961
24-07-2018,1.5939,1.5964,1.5989,1.5923,-0.14%,-0.000376506
25-07-2018,1.5933,1.5936,1.5949,1.5893,-0.04%,-0.003583895
26-07-2018,1.5876,1.5937,1.5982,1.5872,-0.36%,6.29862E-05
27-07-2018,1.5877,1.5875,1.5895,1.5834,0.01%,0.003771929
30-07-2018,1.5937,1.588,1.5951,1.5866,0.38%,-0.001192905
31-07-2018,1.5918,1.5941,1.5993,1.5907,-0.12%,-0.002516041
01-08-2018,1.5878,1.5919,1.5935,1.5875,-0.25%,-0.001386526
02-08-2018,1.5856,1.5877,1.5912,1.5852,-0.14%,-0.003031837
03-08-2018,1.5808,1.5854,1.5882,1.5794,-0.30%,-6.32611E-05
06-08-2018,1.5807,1.5817,1.5825,1.5776,-0.01%,0.001201277
07-08-2018,1.5826,1.5807,1.5835,1.5795,0.12%,-0.000442408
08-08-2018,1.5819,1.5825,1.5857,1.5792,-0.04%,-0.003356027
09-08-2018,1.5766,1.582,1.5834,1.5754,-0.34%,-0.005980042
10-08-2018,1.5672,1.5765,1.5771,1.563,-0.60%,0.001530222
13-08-2018,1.5696,1.5643,1.5721,1.5607,0.15%,-0.004149781
14-08-2018,1.5631,1.5696,1.5704,1.5608,-0.41%,0.001661979
15-08-2018,1.5657,1.5632,1.5669,1.5604,0.17%,-0.000191626
16-08-2018,1.5654,1.5657,1.5679,1.5619,-0.02%,0.001595762
17-08-2018,1.5679,1.5654,1.5695,1.5632,0.16%,0.002547934
20-08-2018,1.5719,1.5694,1.5731,1.5637,0.26%,0.005392901
21-08-2018,1.5804,1.5718,1.5837,1.5716,0.54%,0.002843334
22-08-2018,1.5849,1.5802,1.5875,1.5785,0.28%,0.000504636
23-08-2018,1.5857,1.5846,1.5888,1.5825,0.05%,0.000882501
24-08-2018,1.5871,1.586,1.5908,1.5843,0.09%,0.002454298
27-08-2018,1.591,1.5873,1.5931,1.5843,0.25%,0.002636371
28-08-2018,1.5952,1.5913,1.5977,1.5901,0.26%,0.001503383
29-08-2018,1.5976,1.5956,1.599,1.5929,0.15%,-0.001064663
30-08-2018,1.5959,1.5975,1.5998,1.5918,-0.11%,-0.002321133
31-08-2018,1.5922,1.5963,1.5999,1.5899,-0.23%,0.001380782
03-09-2018,1.5944,1.5909,1.595,1.5885,0.14%,-0.000376388
04-09-2018,1.5938,1.5944,1.5949,1.5883,-0.04%,0.004007519
05-09-2018,1.6002,1.594,1.6015,1.5918,0.40%,-0.001813918
06-09-2018,1.5973,1.6,1.6033,1.5964,-0.18%,-0.002695673
07-09-2018,1.593,1.5978,1.6023,1.5924,-0.27%,0.003446659
10-09-2018,1.5985,1.5938,1.6014,1.5914,0.35%,-0.001251956
11-09-2018,1.5965,1.5989,1.6017,1.5938,-0.13%,-0.000877303
12-09-2018,1.5951,1.596,1.6012,1.5932,-0.09%,0.004253995
13-09-2018,1.6019,1.5952,1.6029,1.5925,0.43%,-0.002312429
14-09-2018,1.5982,1.6018,1.6039,1.5963,-0.23%,0.003061259
17-09-2018,1.6031,1.598,1.6042,1.596,0.31%,-0.002248174
18-09-2018,1.5995,1.6032,1.6059,1.5982,-0.22%,-0.000875657
19-09-2018,1.5981,1.5992,1.6036,1.5973,-0.09%,0.005615889
20-09-2018,1.6071,1.5981,1.6083,1.5971,0.56%,-0.002554439
21-09-2018,1.603,1.6067,1.6082,1.6014,-0.26%,0.000997631
24-09-2018,1.6046,1.6036,1.6118,1.6017,0.10%,0.002116666
25-09-2018,1.608,1.6043,1.61,1.6025,0.21%,-0.003051916
